title,release,synopsis,seasons,episodes,genres,img_path
Ben 10: Alien Force,2008,"Five years later, 15-year-old Ben Tennyson chooses to once again put on the Omnitrix and discovers that it has reconfigured his Dna and can now transform him into 10 brand new aliens. Joined by his super-powered cousin Gwen Tennyson and his equally powerful former enemy Kevin Levin, Ben is on a mission to find his missing Grandpa Max. In order to save his Grandpa, Ben must defeat the evil Dnaliens, a powerful alien race intent on destroying the galaxy, starting with planet Earth.",3,20,"Animation, Sci-Fi & Fantasy, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/pGhCUqPaXZ0Xp4dUCT7Q6hjJArf.jpg
Welcome to Eden,2022,"Are you happy? With this question, Zoa and four other attractive young people, very active on social networks, are invited to the most exclusive party in history on a secret island, organized by the brand of a new drink. What begins as an exciting journey will soon become the journey of a lifetime. But paradise is not really what it seems - Welcome to Eden.",1,8,Action & Adventure,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kZO0mtTHAgg9QVscLVtwCcQ7Hgx.jpg
Mahjong Soul Pon☆,2022,We don't have an overview translated in English. Help us expand our database by adding one.,1,8,"Animation, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/v88HT4exujPaFIJuDgibEA89fmG.jpg
Clickbait,2021,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",1,8,"Drama, Crime, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/q42t4S113jebD1khigJt8z3m1mD.jpg
The Love Boat,1977,"Passengers who search for romantic nights aboard a beautiful ship travelling to tropical or mysterious countries, decide to pass their vacation aboard the ""Love Boat"", where Gopher, Dr. Bricker, Isaac, Julie, and Captain Stubing try their best to please them, and sometimes help them fall in love. Things are not always so easy, but in the end, love wins.",10,4,"Drama, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/fnsnazlj2bt3Fuj0pJ7wBPmuMLO.jpg
The Stand,2020,"In a world mostly wiped out by the plague and embroiled in an elemental struggle between good and evil, the fate of mankind rests on the frail shoulders of the 108-year-old Mother Abagail and a handful of survivors. Their worst nightmares are embodied in a man with a lethal smile and unspeakable powers: Randall Flagg, the Dark Man.",1,9,"Sci-Fi & Fantasy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/w6XiuRK5QQaLNmIqDRCWOpEcHwi.jpg
Snowfall,2017,"Los Angeles. 1983. A storm is coming and it's name is crack. Set against the infancy of the crack cocaine epidemic and its ultimate radical impact on the culture as we know it, the story follows numerous characters on a violent collision course.",5,10,"Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ox67NV3aOCSFHialy9MCtHtCi2l.jpg
Kuroko's Basketball,2012,"In the story, Kagami Taiga has just enrolled into Seirin High School when he meets Kuroko Tetsuya of the school's basketball team. Kuroko happens to be the shadowy sixth member of the legendary Generation of Miracles basketball team. Together, Kagami and Kuroko aim to take their team to the inter-high school championship - against Kuroko's former teammates.",3,25,"Animation, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/5CEIm6RPRU9iy4jBpfreUwJkydv.jpg
True Blood,2008,"True Blood is an American television drama series created and produced by Alan Ball. It is based on The Southern Vampire Mysteries series of novels by Charlaine Harris, detailing the co-existence of vampires and humans in Bon Temps, a fictional, small town in northwestern Louisiana. The series centers on the adventures of Sookie Stackhouse, a telepathic waitress with an otherworldly quality.",7,10,"Sci-Fi & Fantasy, Drama, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ktEp6fzL4xzCWsSVtrcH8JaQNQy.jpg
The Fairly OddParents,2001,"The zany, fast-paced adventures of a 10-year-old boy and his fairy godparents, who inadvertently create havoc as they grant wishes for their pint-sized charge.",10,37,"Animation, Comedy, Kids, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/3ryMj7tIvVtiXyI2tLvHYTjOjq4.jpg
Maid,2021,"After fleeing an abusive relationship, a young mother finds a job cleaning houses and fights to provide a better future for her child.",1,10,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4brWcSXdH31BZUTtRTHj2BYFe6M.jpg
Griselda Blanco: The Black Widow,2014,La Viuda Negra is a 2014 Spanish-language telenovela produced by RTI Producciones and Televisa for United States-based television network Univisión and for Colombia-based television network Caracol Television. It is an adaptation of the book La patrona de Pablo Escobar de José Guarnizo based on history from Griselda Blanco.,2,58,"Action & Adventure, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/xkdGdQDXzL6uKDgSJRz3oJqOcrC.jpg
The Three Sides of Ana,2016,"Over a road trip, triplets Ana Laura, Ana Leticia, and Ana Lucía, along with their parents, suffer a dramatic accident crashing by the side of a river. The consequences of this event are catastrophic: Both parents die, Ana Laura loses one leg, and Ana Lucía, unconscious, is dragged by the river’s flow. Only Ana Leticia, who actually caused the accident, emerges unscathed. Soledad, a woman who was seriously hurt after her daughter’s death, helps Ana Lucía, whom she finds agonizing. Although Soledad discovers who the girl is, she takes advantage of her memory loss regarding the accident and her family and decides to keep her, making her believe she is her mother. Despite everyone declares Ana Lucía is death, Ernestina, the triplets' grandmother, and Ramiro, their uncle, don’t give up and do everything they can to find Ana Lucía. But years go by, the same as their wishful",1,123,"Soap, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/uAKvhwlHncEm1HZfporYwNWGEbd.jpg
